[-6.65122593], [0.47510719299316406, 0.592523992061615]
[-2.68205441], [0.5017777026116006, 0.44981557933619315]
[-2.64740268], [0.49897568575760387, 0.454971013041694]
[-2.66615802], [0.4971666880427956, 0.452386605117717]
[-2.73089875], [0.49965090110868454, 0.44856833431990667]
[-1.40844237], [0.5078288950381038, 0.506334122371712]
[-0.94679648], [0.5070596232309138, 0.4972551449055703]
[-0.52176323], [0.5045760802890283, 0.5018664742921894]
[-1.59452067], [0.5113813465489846, 0.5010858826438365]
[-4.60740118], [0.5308771169551457, 0.5490553529558972]
[-4.50871976], [0.5205495192923317, 0.5507076910966292]
[-4.68396438], [0.5231610318198229, 0.5518128338986004]
[-4.4425576], [0.5225476565321467, 0.5451022540176852]
[-0.27267883], [0.497270501589424, 0.5014286628963801]
[-0.46642558], [0.49547997080367456, 0.49933456227296]
[-0.5789413], [0.4963401116602041, 0.49615759442142293]
[-0.22227332], [0.49762251109199573, 0.4988486814272062]
[-0.24183765], [0.49799649712455224, 0.5019766387374887]
[-0.01856574], [0.5000546702134739, 0.4996947588322803]
[-0.02684286], [0.4995630969477472, 0.49996428791150294]
[-0.45976808], [0.4989325003948839, 0.5043913274520687]
[-0.01742834], [0.500062161972997, 0.49971465427717165]
[-0.02924012], [0.49952697695558795, 0.4999622196711418]
[-0.64584313], [0.4988886445081249, 0.4943389404435412]
[-0.26814508], [0.4992844194586864, 0.49704049430506814]
[-0.72744982], [0.5013432884309393, 0.5061365204202001]
[-0.91221469], [0.49945998353907023, 0.5073954501561598]
[-0.30302023], [0.5007411418147979, 0.503251471842107]
[-0.44862338], [0.49891181584368294, 0.5043043136525818]
[-0.07321077], [0.5006886208148985, 0.5008275929098821]
[-0.09311051], [0.5012678691262011, 0.5003665140134915]
[-0.02565405], [0.49958327162007543, 0.499945583298676]
[-0.00783679], [0.5000504857221574, 0.49987468791629597]
[-0.07527083], [0.499391016374227, 0.4990809491872428]
[-0.07389903], [0.5006652269150248, 0.500857506293637]
[-0.02483542], [0.4995958724646522, 0.4999458080132088]
[-0.00790021], [0.500047872141929, 0.49987252627411555]
[-0.03930672], [0.50060150400117, 0.5001586524345728]
[-0.03665321], [0.49967896744673274, 0.4995123641580424]
[-0.01329872], [0.49978198043621286, 0.4999423380835428]
[-0.00544379], [0.5000092709107292, 0.4999059052738409]
[-0.05536693], [0.5004899320925894, 0.49931192663291557]
[-0.03679706], [0.49968197554185034, 0.4995079128856821]
[-0.01318288], [0.49978392462234045, 0.4999423738857357]
[-0.00546161], [0.5000088676610588, 0.4999055608745294]
[-0.01690646], [0.5002790559356364, 0.5000512023986275]
[-0.01312943], [0.5001411990010389, 0.5001722876984401]
[-0.00786328], [0.4998781338376458, 0.49994066053214276]
[-0.00451702], [0.4999893274357227, 0.4999220424849972]
[-0.01327595], [0.5001362604265372, 0.500179229440162]
[-0.02193664], [0.4997422735496456, 0.5002556116982215]
[-0.00455042], [0.49998877569527994, 0.49992154085128593]
[-0.00772007], [0.49988079394177815, 0.49994071267971196]
[-2.6495622], [0.4989632393541005, 0.4550172750377248]
[-2.6374965], [0.49901506744047663, 0.45473957401189613]
[-2.65078853], [0.4992010206999447, 0.4551521850549768]
[-2.64699933], [0.4987859146939781, 0.4548517341488193]
[-17.24557359], [0.04182931475337474, 0.7666884558277548]
[-16.05375787], [0.09082425282058199, 0.795471718368086]
[-17.16553095], [0.048395586591355136, 0.7803983498413375]
[-16.8688595], [0.06565734403316176, 0.7982798546565082]
[-16.95908103], [0.4369808316660058, 0.018093593418598175]
[-17.10713506], [0.43380534121828396, 0.020419269800186157]
[-16.92249515], [0.42416783495396015, 0.002602360211312771]
[-17.13440874], [0.429700671081923, 0.014180488884449005]
[-8.76014267], [0.5907385087671958, 0.6187968149612941]
[-8.75104501], [0.5736618611530928, 0.6174779395173247]
[-8.94652437], [0.5832522291874204, 0.619559483428916]
[-8.67119668], [0.5665281028638841, 0.6208538991806014]
[-4.4913883], [0.43803578127995835, 0.5064727155390194]
[-2.94614475], [0.45251315419283417, 0.4938934583153771]
[-2.68018666], [0.45555235971707053, 0.5013269588623999]
[-3.12416076], [0.4459043591491425, 0.5033850433782705]
[-3.95430985], [0.48603847752005797, 0.533821240705397]
[-3.91503174], [0.4864808939182046, 0.5325618336489955]
[-4.20488406], [0.48210934868731026, 0.5372803719924412]
[-4.06107488], [0.48242813862018197, 0.528763502562609]
