[-6.65122593], [0.47510719299316406, 0.592523992061615]
[-0.14105051], [0.5018420082977856, 0.49979233348831925]
[-0.1256994], [0.4989646031714095, 0.4986655607630764]
[-0.16627864], [0.5012990700052987, 0.5016634450941657]
[-0.03836912], [0.49953333730261146, 0.5003906702607532]
[-0.1933849], [0.5019900744980937, 0.5012941136607346]
[-0.16541546], [0.4983998483225733, 0.4986370128290656]
[-0.08858085], [0.49880074293154153, 0.5004047751675325]
[-0.02465966], [0.49968528697169956, 0.5002549880640457]
[-4.58882547], [0.46529041721355896, 0.5360410689642253]
[-4.60264638], [0.4663051655249669, 0.5354551591754166]
[-4.6005941], [0.4635786252886603, 0.5325714565788618]
[-4.60547508], [0.4649062823680876, 0.5335322894594042]
[-0.07698825], [0.5008551843333605, 0.5007292867242282]
[-0.07373041], [0.4991455199304154, 0.4993343356244067]
[-0.04578076], [0.49933642579783927, 0.5002623929976447]
[-0.01818988], [0.49975764534902145, 0.5001837562811688]
[-0.0916205], [0.5003548362135125, 0.5012528062496913]
[-0.07423089], [0.5008363568456097, 0.5006981484545552]
[-0.03747626], [0.49943597562713904, 0.5001917871701584]
[-0.01206877], [0.4998243638630121, 0.5001065031183746]
[-0.07500933], [0.5009089925470486, 0.5006180890273161]
[-0.07626329], [0.49932393806938247, 0.4991134730833105]
[-0.03175528], [0.499500929647058, 0.5001144901948814]
[-0.00650075], [0.499891448356187, 0.500029671409901]
[-0.08309154], [0.500491313869886, 0.5010939547539279]
[-0.07830297], [0.49939152359490335, 0.499035646144741]
[-0.02650985], [0.4995683379664746, 0.5000376664911796]
[-0.00360033], [0.49995846568355745, 0.49995276269949795]
[-0.08019744], [0.49945069041470963, 0.49897410565595474]
[-0.07912389], [0.5005677511122467, 0.5010005915902356]
[-0.02250446], [0.4996302813692169, 0.49996063417206643]
[-0.00728415], [0.500026535409361, 0.4998770430434854]
[-0.03322573], [0.5002745344519821, 0.5004577373590222]
[-0.03790006], [0.4996950556358126, 0.4994811236640383]
[-0.01272736], [0.49978821901891446, 0.4999565561568223]
[-0.00482454], [0.49999377707192927, 0.49991627152440987]
[-0.01543216], [0.5002499855710898, 0.5000717255848186]
[-0.01376874], [0.5001198554659064, 0.5002000006540922]
[-0.00790487], [0.49987153500613135, 0.4999546199939424]
[-0.0039665], [0.4999764962447931, 0.49993489644954]
[-0.00308516], [0.49994601928005405, 0.49999902469552876]
[-0.01659181], [0.49999784736643027, 0.49972132366970007]
[-0.01341581], [0.5001838006258983, 0.5001339347127807]
[-0.01698753], [0.4997686946199317, 0.49983348380662324]
[-17.84104215], [0.12358468228264236, 0.8711339633537825]
[-17.73764913], [0.132732094383227, 0.8787529938186056]
[-16.89828446], [0.09456269787517416, 0.8619976091209038]
[-17.60742923], [0.11009160610581488, 0.8818744861189229]
[-15.45510899], [0.04105818271636963, 0.50579776579744]
[-16.41358893], [0.0309139434248209, 0.5059461010078343]
[-15.23125702], [0.0018310975283384323, 0.5028389268633433]
[-16.27215475], [0.01390025019645691, 0.5046738306392762]
[-16.58638908], [0.5081521404104989, 0.9705605506896973]
[-15.75439423], [0.5042575656889801, 0.9917923212051392]
[-16.54953133], [0.516391800474778, 0.9978978037834167]
[-16.27584706], [0.5126719940365103, 0.9958153367042542]
[-6.08898674], [0.4873828303747027, 0.577641549498385]
[-6.14600306], [0.4869393898259609, 0.578898047884188]
[-6.099172], [0.4833206933454244, 0.5738519908687658]
[-6.38564829], [0.4830011654451064, 0.5823491901152551]
[-6.07038077], [0.4870410484991692, 0.4080145165817484]
[-6.26305199], [0.48575509936821726, 0.3988979572818445]
[-5.45369302], [0.4920044175890113, 0.4018257178314717]
[-12.70872055], [0.3637805441136443, 0.7288099076855481]
[-6.32498162], [0.5820674883903383, 0.5430224085503955]
[-6.07642756], [0.570023517732547, 0.5374767625232392]
[-6.27304612], [0.5798997726103933, 0.5477610150950097]
[-5.72274736], [0.5678577179582374, 0.545988450854716]
[-0.02348241], [0.5001923755872981, 0.49966427597126856]
[-0.75878578], [0.4941878731233935, 0.5027929307374434]
[-0.08662142], [0.49875826253765554, 0.5000338236571077]
[-0.59979332], [0.4949386615966877, 0.49795440150630854]
[-0.41366501], [0.5028982453605374, 0.5030062781297019]
[-0.06221154], [0.49906567106345806, 0.5000459750959098]
[-0.02897401], [0.5001286150321872, 0.4995473851661312]
[-0.75447922], [0.5015804159197053, 0.506248933530606]
