[-9.95433423], [0.47510719299316406, 0.592523992061615]
[-0.04674324], [0.33238970541845436, 0.3335549059963411]
[-0.08128215], [0.3317717374797821, 0.3331756840941957]
[-0.05890578], [0.33417127753941694, 0.33417708919529554]
[-0.05747765], [0.33372917892435416, 0.33442785101714206]
[-0.03473689], [0.3337792529638873, 0.3339254316507252]
[-0.04858381], [0.33397672901017006, 0.33410306471120066]
[-2.89306281], [0.30525105338693925, 0.3281262297142654]
[-2.89824983], [0.3053028814733154, 0.3278485286884367]
[-2.87431145], [0.3054888347327835, 0.3282611397315174]
[-2.90885585], [0.3050737287268169, 0.3279606888253599]
[-14.69652474], [0.002983257697981169, 0.7064727975504733]
[-14.73352308], [0.039654805249350965, 0.7373346250795834]
[-14.11053256], [0.007897956224825208, 0.7211727428362692]
[-14.75789638], [0.02081797171661141, 0.7403455491431807]
[-9.65245991], [0.058193471282720566, 0.34317826418744934]
[-10.94435599], [0.04105818271636963, 0.340499420071531]
[-10.77882178], [0.01390025019645691, 0.33812734770136216]
[-11.29137543], [0.0309139434248209, 0.34081248248580276]
[-3.50513079], [0.31332117556275046, 0.3598455846240958]
[-4.44415262], [0.29595442156509927, 0.3706911918961596]
[-3.89108397], [0.316028361162776, 0.3791998170938282]
[-4.28847037], [0.3050772612821255, 0.37469515145463883]
[-14.42560688], [0.5750257028989252, 0.7009249275033091]
[-13.09710042], [0.5373338609511062, 0.6889058305174044]
[-13.57848715], [0.524079078149096, 0.7067509944314653]
[-14.21583543], [0.555008725184699, 0.703806262945331]
[-10.38750891], [0.15565664162370346, 0.5096048033247688]
[-4.21443449], [0.38495583136083944, 0.3092057254483356]
[-10.2877254], [0.1468800553121837, 0.5074636845653894]
[-10.0326807], [0.1359938307363322, 0.5120786085120962]
[-2.96244417], [0.3581222878405993, 0.3450429737155995]
[-3.26440449], [0.36094641057956417, 0.3475685671635566]
[-3.22237544], [0.35904897822157633, 0.34873867307638307]
[-2.97437643], [0.3567329511897708, 0.3468913292195705]
[-0.78518221], [0.32448114851946996, 0.3328692224495524]
[-0.46365572], [0.3276955990728627, 0.331122286900561]
[-0.98680228], [0.32398044602075193, 0.337846013929415]
[-0.45150099], [0.32751618576474073, 0.3345761033167322]
[-5.13967193], [0.41696413989467035, 0.39466788213368853]
[-4.86260068], [0.4145128307409596, 0.3967449828956261]
[-5.04874606], [0.4151415258475215, 0.3910072606675606]
[-4.72717786], [0.41209990581594613, 0.39143742838494966]
[-0.12414043], [0.3311047422761221, 0.33325062208220757]
[-0.08272246], [0.3321424478134918, 0.33227552722027565]
[-0.09628275], [0.3332923399545768, 0.33514258201294916]
[-0.02834014], [0.3337191069532, 0.3328548083616547]
[-0.02883654], [0.3329170079335295, 0.3328676910295767]
[-0.12526912], [0.335208231276625, 0.3345697138664352]
[-0.18770632], [0.33640892627737323, 0.3336799652726786]
[-0.03866764], [0.3338854727968753, 0.33273088349561614]
[-0.05188117], [0.3329291080249311, 0.33431695955978274]
[-0.07813197], [0.3332395613014237, 0.3318185402992623]
[-0.03351923], [0.3337833923625717, 0.33277463128456847]
[-0.02156473], [0.33340916794951375, 0.33286314320753413]
[-0.05842728], [0.3325628269667558, 0.33422795703909913]
[-0.04270509], [0.3340256182574787, 0.3338987933915589]
[-0.02582894], [0.33347803813983645, 0.33278830362601763]
[-0.02410218], [0.3330771243585818, 0.3328709231915431]
[-0.0189138], [0.33293699783539754, 0.33347473310117365]
[-0.02351189], [0.33344759034224475, 0.33282960666896666]
[-0.02171356], [0.33322392221119324, 0.33286662951422485]
[-0.01886585], [0.33375308301234136, 0.3333272308151232]
[-0.01843322], [0.33298268028195716, 0.33311958455686713]
[-0.0210754], [0.333470340945959, 0.33288783931445864]
[-0.02075496], [0.33379098595112655, 0.3332932346634533]
[-0.01039256], [0.33357034171538635, 0.33333076490111085]
[-0.02652132], [0.3327943719516361, 0.33312460835766333]
[-0.01989397], [0.333285556516944, 0.3328945257232032]
[-0.01223792], [0.3336085185458863, 0.33329701264774664]
[-0.00226349], [0.33338627990533165, 0.33333427363253504]
[-0.02810582], [0.3337341146077187, 0.33379313158324037]
[-0.03346747], [0.3340145770121486, 0.333555061196717]
[-0.00581394], [0.3331989229000077, 0.3333377206531352]
[-0.00418464], [0.3334251402024955, 0.3333011150066438]
[-0.01434384], [0.33356017740745647, 0.333563728795449]
[-0.01018113], [0.33324135464249816, 0.33311996582584247]
[-0.00174133], [0.3332926120941333, 0.3333359973395606]
[-0.00317432], [0.333405707836364, 0.33331769242718773]
[-0.01308836], [0.3336070587903872, 0.33344628645171326]
[-0.0211797], [0.33377661298561256, 0.3331824411814456]
[-0.01696914], [0.333554185042833, 0.3330245684144251]
[-0.00108197], [0.33331206068290764, 0.33331943374630163]
[-0.0134946], [0.33362211442070255, 0.33343128547624956]
[-0.01167717], [0.33348371108275787, 0.3335518927426989]
[-0.00493101], [0.3332196032464934, 0.3333211800186459]
[-0.0013111], [0.3333312375663546, 0.33330263547379757]
[-0.00199595], [0.33329961427940424, 0.33336569574233244]
[-0.0107997], [0.3333514423657804, 0.33308799471650374]
[-0.01161167], [0.3335373956252485, 0.3335006057595844]
[-0.01096066], [0.33312228961928186, 0.3332001548534269]
[-14.94946075], [0.03408739879661042, 0.7185099212533774]
[-14.58222366], [0.04218329738033619, 0.7257435430202]
[-14.70188722], [0.008401550178691949, 0.709835729549658]
[-14.61063143], [0.02214537900905767, 0.7287071346153242]
[-11.03126401], [0.020225832238793373, 0.3346194542269699]
[-11.20211227], [0.01390025019645691, 0.3460389582290181]
[-11.07467508], [0.03692992031574249, 0.33807883464154975]
[-10.44396946], [0.0018310975283384323, 0.341064587641227]
[-16.97801379], [0.35867944731087714, 0.9604321718215942]
[-16.11173697], [0.36736599153440525, 0.9308378100395203]
[-16.46379263], [0.35309036073922956, 0.9502796530723572]
[-16.10349453], [0.3603516315872076, 0.9367766976356506]
[-7.69614946], [0.32060954783354617, 0.5342386066943797]
[-8.81999978], [0.32139201492056063, 0.5495771491911258]
[-8.0883903], [0.316692077832003, 0.5357252734023332]
[-9.12975102], [0.31759374854742584, 0.5509534557387405]
[-2.96043224], [0.3264470220392822, 0.39108621177147773]
[-2.63509512], [0.33621336246291816, 0.3958053937316331]
[-3.36083677], [0.32558767582044723, 0.38114993344390363]
[-2.97779397], [0.33210800241842203, 0.38587998178957766]
[-6.17572352], [0.43089598033985776, 0.36027598165397684]
[-6.15404209], [0.4278796884879096, 0.3663876623440929]
[-6.61090931], [0.447669520992654, 0.36425794344797846]
[-6.61979654], [0.4446505607351334, 0.36766042354228323]
[-0.59584689], [0.32926569618555285, 0.32735980085985533]
[-1.19180769], [0.32252326081397903, 0.32827061445226957]
[-0.26527363], [0.33074179702601686, 0.33025718379379887]
[-0.58317015], [0.3263301900934447, 0.3318966849083016]
[-1.05259657], [0.34280760718491754, 0.33865155125423646]
[-0.72332574], [0.3387942799964623, 0.3395605825696692]
[-0.31113241], [0.33638463355777726, 0.33667680308930614]
[-0.43338091], [0.3388721137274884, 0.3349588932117447]
[-0.1304413], [0.33466866721889177, 0.3352310052755781]
[-0.19146923], [0.3314200051766387, 0.3358238619169669]
[-0.03634772], [0.3325621902756688, 0.3333797082714319]
[-0.00681701], [0.3334525656775723, 0.33323090217301704]
[-3.32819557], [0.3520904968920671, 0.35765665212363595]
[-3.09895561], [0.34974865871755717, 0.3560309771267915]
[-3.28229767], [0.3507101406010204, 0.35819324736287506]
[-3.14300223], [0.3491517534176379, 0.3573062598951938]
[-0.06575184], [0.33455265135570084, 0.3338085244196983]
[-0.04998466], [0.332721488251039, 0.3325061291097763]
[-0.0183667], [0.3329259610003621, 0.3333726093544232]
[-0.00237402], [0.3333771148641019, 0.3332991902283054]
[-0.05753184], [0.3339826317905707, 0.33430041097942165]
[-0.0502926], [0.33273039108116287, 0.33249268521688247]
[-0.01809635], [0.33293171506004, 0.3333727174854941]
[-0.00236197], [0.3333759213967501, 0.333298150061117]
[-0.0569169], [0.3340035501306252, 0.3342726347393713]
[-0.04971804], [0.33271295784668053, 0.3325186278237419]
[-0.01862618], [0.3329204476461734, 0.33337250882555586]
[-0.00238808], [0.3333782584059821, 0.3333001572660724]
[-0.02305608], [0.3329998194242899, 0.3329512975005702]
[-0.02647272], [0.3336593415997829, 0.33380938380737435]
[-0.01008698], [0.3331058514575327, 0.33336902880411745]
[-0.00027504], [0.3333398032268322, 0.3333336333436347]
[-0.03265045], [0.3340014933791898, 0.33354327857910093]
[-0.02630839], [0.33370612482010475, 0.33376933443702544]
[-0.00831656], [0.3331424884786772, 0.33333690640590186]
[-0.00242635], [0.33338072889029935, 0.3333021481104946]
[-0.01589567], [0.3336745679937337, 0.3334372286152344]
[-0.01095507], [0.333185349516893, 0.33313254645990487]
[-0.00401385], [0.3332399770084172, 0.3333352507129671]
[-0.00132807], [0.3333605084921925, 0.3333180750540734]
[-0.00200487], [0.3333273568233288, 0.3333798953396655]
[-0.01033014], [0.333379184909705, 0.3331021943138368]
[-0.0130091], [0.33356513816917305, 0.33351480535691747]
[-0.00955754], [0.33315003216320643, 0.33321435445076]
[-14.79620892], [0.033685421157964836, 0.7271903995757221]
[-14.57963154], [0.04168584838540383, 0.7345114123375491]
[-14.30383351], [0.008302474408142722, 0.7184114130308727]
[-14.68959361], [0.021884228335341326, 0.737510807742526]
[-8.87680522], [0.06336351484060287, 0.3373351122287693]
[-9.35277527], [0.06187913194298744, 0.34307027584785516]
[-11.08153398], [0.03692992031574249, 0.33840691110431537]
[-10.4842635], [0.0018310975283384323, 0.3415915037334909]
[-16.12517045], [0.3516178874585362, 0.9113157987594604]
[-16.10606045], [0.36852140144702095, 0.9308378100395203]
[-16.48973271], [0.3537732178208031, 0.9502796530723572]
[-16.12791674], [0.3612748517144082, 0.9367766976356506]
[-6.00893399], [0.31956521585987996, 0.44879180038706096]
[-5.47450069], [0.3175497221729384, 0.4234763357707089]
[-6.21063342], [0.3157818905979274, 0.4475752843337426]
[-6.18612886], [0.31449855120489734, 0.4381549866682156]
[-5.74186202], [0.32573118264061973, 0.23074226736352593]
[-6.00337725], [0.31666763659420727, 0.23267725229844294]
[-5.67069068], [0.32098370000345355, 0.2372124948015166]
[-6.01307671], [0.31975368445132235, 0.22768137018388868]
[-4.23370964], [0.3746268069029377, 0.3599366563167098]
[-4.20388464], [0.37608988948344924, 0.3584191775011985]
[-4.04288639], [0.3739122493861823, 0.3551438034415878]
[-4.11529549], [0.3728409520386188, 0.35754088586811306]
[-0.92595888], [0.3254337185257561, 0.33926270566976413]
[-0.74869487], [0.32486447115397293, 0.3320972766992156]
[-0.46081469], [0.3282391248840171, 0.33654164573335865]
[-0.3538153], [0.32890256512772525, 0.33106607802566546]
[-5.66977465], [0.4338775289386126, 0.32624105301534284]
[-4.56007527], [0.4176554102062662, 0.3269753184722471]
[-4.96393375], [0.42156453144495876, 0.32606341346374157]
[-3.42027326], [0.40718231984126574, 0.3266072327643267]
[-0.34865607], [0.337603061236247, 0.33088274962580844]
[-0.31600036], [0.33651626225291303, 0.33004236523088193]
[-0.1882687], [0.3358009666670694, 0.3314569711053107]
[-0.26897041], [0.33730888862243147, 0.33420170675791006]
[-3.36409402], [0.3405806866875928, 0.3717358835155966]
[-3.26011368], [0.33902886504485935, 0.36935514090851623]
[-3.35302732], [0.33980653739368955, 0.372724080125065]
[-3.29855352], [0.338950846367579, 0.37105481285388786]
[-0.09628348], [0.33261104299374555, 0.3349924537348599]
[-0.06938844], [0.3338490991114161, 0.334603539444165]
[-0.0028695], [0.3333856461780679, 0.33329147068226816]
[-0.01291637], [0.3330463265754091, 0.3333890875666477]
[-0.08334357], [0.33177227145674615, 0.3329684163359987]
[-0.04872897], [0.33275663188608817, 0.33250918195223655]
[-0.00315229], [0.3334038652560364, 0.3333125273902734]
[-0.01692375], [0.3329584870029644, 0.33338689860663157]
[-0.0350116], [0.33260771558137653, 0.33315760229281266]
[-0.00799636], [0.3331566562680087, 0.3333836787102335]
[-0.0013268], [0.33336276235457274, 0.33334350119416317]
[-0.0228348], [0.33306324450417585, 0.33290951038660016]
[-0.02828351], [0.33368835687403364, 0.33383370207035046]
[-0.03084906], [0.33395088680900137, 0.3335793699575722]
[-0.00634866], [0.33318738475798026, 0.3333471836682618]
[-0.00302018], [0.33339913796544285, 0.3333080776225762]
[-0.01564406], [0.3336611124077427, 0.3334597406470498]
[-0.01410618], [0.33352793341906684, 0.33358507909888024]
[-0.00259875], [0.3332737949347109, 0.33334531596933015]
[-0.00206892], [0.33338121536286963, 0.33332604395853327]
[-3.50795423], [0.31330872915924707, 0.35989184662012663]
[-3.49205356], [0.31336055724562323, 0.35961414559429794]
[-3.50261316], [0.3135465105050913, 0.3600267566373786]
[-3.50882592], [0.3131314044991247, 0.3597263057312211]
[-14.99414075], [0.03332702410600151, 0.7408225599743388]
[-15.15151133], [0.04124233054723109, 0.7482808149499077]
[-13.65490942], [0.008214139981865978, 0.7318789995396437]
[-15.35236221], [0.021651390429497774, 0.7513364380488741]
[-11.74629148], [0.2178874181523687, 0.00814114764723278]
[-11.59864197], [0.19497132319798863, 0.01759335919790266]
[-11.16223064], [0.20764706071147587, 0.00961657229217743]
[-11.80833719], [0.1839045627487324, 7.551508910121738e-05]
[-15.36280988], [0.9949490427970886, 0.3957449883045144]
[-16.05333047], [0.9543180465698242, 0.39856655204661406]
[-16.56416411], [0.969109058380127, 0.39735874518196185]
[-15.64142607], [0.9892891645431519, 0.39822120942536315]
[-2.71041034], [0.34566266298154835, 0.31252013643552323]
[-2.70203581], [0.3371115057226247, 0.30751839765135014]
[-3.47419717], [0.34753535478962644, 0.3011423658658966]
[-3.320315], [0.3413600766722202, 0.2979130839385486]
[-0.8871735], [0.33351154885964696, 0.34302136088879376]
[-2.17110763], [0.339027992242861, 0.3523993334096759]
[-1.88437818], [0.34278336844988744, 0.34745761769129163]
[-0.71130598], [0.3379071169967766, 0.34013151744824144]
[-5.48325492], [0.32231170415850285, 0.20267429199351686]
[-0.03058141], [0.33360795440886615, 0.33273379258277236]
[-6.06764758], [0.3228032790305459, 0.19148039792816574]
[-6.09753022], [0.3186436044200254, 0.1952797529465165]
[-8.72858945], [0.46395406529393557, 0.173385681091645]
[-9.02009683], [0.4783796723192999, 0.1775287602159551]
[-9.10809844], [0.47299162608106804, 0.16976793078443309]
[-8.61015264], [0.4715623337235926, 0.17816287785939702]
[-1.9086321], [0.31847893435721114, 0.3245726473856291]
[-0.53042632], [0.3270188564788743, 0.33117998965786366]
[-1.43823158], [0.3220228447536145, 0.3256458527980196]
[-1.15002251], [0.32341967394016663, 0.3273446204761077]
[-0.11443329], [0.3348974259737286, 0.334714222061895]
[-0.15233216], [0.3359371390703331, 0.33368671101876674]
[-0.03364265], [0.33291339596146247, 0.33274866991289426]
[-0.04051999], [0.33375201492913903, 0.3325906800572046]
[-0.0847708], [0.3331170875844283, 0.3317214246274433]
[-0.04764972], [0.3327993050888437, 0.33416222126117184]
[-0.03562665], [0.33367375747608, 0.3326554646804276]
[-0.02726103], [0.33329069832710345, 0.332741935196819]
[-0.05814578], [0.33243496353519353, 0.3340917668156904]
[-0.03386799], [0.3339139908141223, 0.33376621655458016]
[-0.03090949], [0.3333603329296871, 0.3326679171651009]
[-0.03240899], [0.3329549692781978, 0.33274962977623107]
[-0.02902277], [0.333325608038015, 0.33270502414765724]
[-0.02881941], [0.33312238826849677, 0.3327457723023508]
[-0.01242335], [0.33360317172004095, 0.3332527201862899]
[-0.02168032], [0.3328616953157537, 0.33341506443421887]
[-0.02959234], [0.33275276898418327, 0.3330646078513111]
[-0.02177013], [0.33329106920883395, 0.33285466359786864]
[-0.01469903], [0.3336450105681768, 0.33322192215735047]
